published_date,article_urls,article_summary,article_headline,title,date
2018-04-13T20:56:07+0000,https://www.nytimes.com/2018/04/13/sports/basketball/golden-state-warriors-fun-curry.html,"The reigning champions have dealt with injuries, complacency and general fatigue, but even without Stephen Curry, they might rediscover the joy.",Can Winning Become Rollicking Fun Again for the Warriors?,golden-state-warriors-fun-curry,2018-04-13
2018-04-13T11:00:09+0000,https://www.nytimes.com/2018/04/13/sports/nba-playoff-preview.html,"The Rockets, Warriors and Cavaliers all think they have an edge in the league’s annual contest for the jewelry that tends to dominate the conversation.","As the Playoffs Begin, the N.B.A.’s Biggest Stars Are Going Ring Hunting ",nba-playoff-preview,2018-04-13
2018-04-12T23:36:15+0000,https://www.nytimes.com/2018/04/12/sports/knicks-coach-search.html,"With its franchise player out, absorbing losses while trying to rebuild will be important for the new Knicks coach, along with a thick skin.",Knicks Coaching Job Criteria: The Best Qualified for Losing,knicks-coach-search,2018-04-12
2018-04-12T11:14:54+0000,https://www.nytimes.com/2018/04/12/sports/basketball/jeff-hornacek-fired-knicks.html,"He was brought on two years ago with hopes of making the team a playoff contender. Instead, he presided over two losing seasons.",Knicks Fire Coach Jeff Hornacek,jeff-hornacek-fired-knicks,2018-04-12
2018-04-12T11:00:05+0000,https://www.nytimes.com/2018/04/12/sports/basketball/diamond-deshields-wnba-draft.html,"DeShields, expected to be a top-10 pick in the W.N.B.A. draft on Thursday, skipped her final year with the Lady Vols to play professionally overseas.",Diamond DeShields’s Path to the W.N.B.A. Took Her From Tennessee to Turkey,diamond-deshields-wnba-draft,2018-04-12
2018-04-12T09:00:09+0000,https://www.nytimes.com/2018/04/12/sports/fix-knicks-nets.html,The New York Times asked a handful of interested parties how to restore the luster of New York basketball. And get it started in Brooklyn.,New Coach? New Players? Prayers? How to Fix the Knicks (and Nets),fix-knicks-nets,2018-04-12
2018-04-11T01:04:47+0000,https://www.nytimes.com/2018/04/10/sports/andre-ingram-lakers.html,"A veteran of the N.B.A.’s development league, Ingram was called up by the Lakers and became the oldest American rookie in at least 50 years. Then he started scoring.",Andre Ingram Got a Cup of Coffee and Turned It Into a Shooting Show,andre-ingram-lakers,2018-04-11
2018-04-10T14:22:27+0000,https://www.nytimes.com/2018/04/10/sports/basketball/san-antonio-spurs-playoff-streak.html,"The streak compares favorably with the Dodgers, Patriots and Penguins. But the Spurs have a ways to go to catch the Edmonton Eskimos.",Sizing Up the Spurs’ 21-Season Playoff Streak,san-antonio-spurs-playoff-streak,2018-04-10
2018-04-09T20:28:47+0000,https://www.nytimes.com/2018/04/09/sports/basketball/nba-west-playoff-race.html,Five teams are vying for four playoff spots over the next three days with just one game separating them all.,The N.B.A.’s Wild Western Conference Playoff Race: Who Will Make the Cut?,nba-west-playoff-race,2018-04-09
2018-04-09T02:00:05+0000,https://www.nytimes.com/2018/04/08/sports/omri-casspi-warriors.html,"An injury to Stephen Curry meant the team needed a reserve guard more than it needed an extra forward. And with that, a playoff drought will continue.",Omri Casspi a Casualty of Golden State’s Numbers Game,omri-casspi-warriors,2018-04-09
2018-04-09T00:44:52+0000,https://www.nytimes.com/2018/04/08/sports/basketball/nba-artists-collectors-players.html,"N.B.A. players, past and present, have become art collectors, in part out of enthusiasm, in part as an investment, in part to have something to pass on to the next generation.","In the N.B.A., the Court and the Canvas Are Increasingly Intertwined",nba-artists-collectors-players,2018-04-09
2018-04-08T01:11:39+0000,https://www.nytimes.com/2018/04/07/sports/basketball/clint-capela-rockets.html,The 23-year-old Houston Rockets center has transformed over the past four years from the rookie who couldn’t make a basket to the most accurate shooter in the N.B.A.,"Clint Capela Found His Shot, and He’s Taking It",clint-capela-rockets,2018-04-08
2018-04-05T19:20:58+0000,https://www.nytimes.com/2018/04/05/sports/basketball/kyrie-irving-celtics-knee-surgery.html,"His knee injury is a big blow to Boston, which had hopes of contending for the championship. That now seems highly unlikely.",Celtics’ Kyrie Irving Will Miss the N.B.A. Playoffs,kyrie-irving-celtics-knee-surgery,2018-04-05
2018-04-05T14:55:36+0000,https://www.nytimes.com/2018/04/05/sports/basketball/dirk-nowitzki-ankle-surgery.html,"The 39-year-old said he plans to return next season, but the injury and age have taken their toll on his mobility and speed.",Mavericks Forward Dirk Nowitzki Has Season-Ending Ankle Surgery,dirk-nowitzki-ankle-surgery,2018-04-05
2018-04-02T15:07:13+0000,https://www.nytimes.com/2018/04/02/sports/basketball/charlotte-hornets-mitch-kupchak-lakers.html,"Kupchak, the longtime Los Angeles Lakers executive, could soon go to work for the Michael Jordan-owned Charlotte Hornets.",Hornets Offer G.M. Post to Mitch Kupchak,charlotte-hornets-mitch-kupchak-lakers,2018-04-02
2018-03-30T15:31:36+0000,https://www.nytimes.com/2018/03/30/sports/catholic-basketball-final-four.html,"As Loyola-Chicago (with Sister Jean) and Villanova make the Final Four in San Antonio, here is a look at the deep connection between Catholic colleges and basketball.",Why Catholic Colleges Excel at Basketball,catholic-basketball-final-four,2018-03-30
2018-03-30T09:00:17+0000,https://www.nytimes.com/2018/03/30/sports/sidwell-basketball.html,Sidwell Friends and other exclusive schools want to be great at everything. That includes basketball.,Top Private Schools Bring In the Power Elite (and the Power Forwards),sidwell-basketball,2018-03-30
2018-03-30T00:22:09+0000,https://www.nytimes.com/2018/03/29/sports/sacramento-kings-black-lives-matter.html,"The N.B.A. is far more willing to address social issues than other leagues, but a partnership with a Black Lives Matter group is the first of its kind.",Kings Partner With Black Lives Matter Sacramento and Build Black,sacramento-kings-black-lives-matter,2018-03-30
2018-03-29T04:45:02+0000,https://www.nytimes.com/2018/03/29/sports/karl-anthony-towns-timberwolves.html,"Towns’s 56-point performance set a single-game franchise record, moving Williams to second place. Kevin Garnett? He’s not even in the top three.",Karl-Anthony Towns Dethrones Timberwolves Scoring King: Mo Williams,karl-anthony-towns-timberwolves,2018-03-29
2018-03-27T21:20:29+0000,https://www.nytimes.com/2018/03/27/sports/basketball/dirk-nowitzki-dallas-mavericks.html,"“I feel great,” Nowitzki said. “I’ve only missed one game all season. I signed a two-year contract because I wanted to play two more years. And here we are.”",Dirk Nowitzki Plans to Play for Mavericks Next Season,dirk-nowitzki-dallas-mavericks,2018-03-27
2018-03-27T00:11:20+0000,https://www.nytimes.com/2018/03/26/sports/markelle-fultz-76ers.html,"The No. 1 overall pick in the 2017 draft, Fultz had been inactive since October, but he came on as a reserve in Monday night’s game against the Denver Nuggets.","Markelle Fultz Returns for the 76ers, and He Brought His Jumper",markelle-fultz-76ers,2018-03-27
2018-03-26T19:38:07+0000,https://www.nytimes.com/2018/03/26/sports/basketball/zeke-upshaw-dies-grand-rapids.html,"Upshaw, a Detroit Pistons developmental player with the Grand Rapids Drive, collapsed on the court during a game Saturday.",Zeke Upshaw Dies After Collapsing During N.B.A. G League Game,zeke-upshaw-dies-grand-rapids,2018-03-26
2018-03-26T16:23:10+0000,https://www.nytimes.com/2018/03/26/dining/amare-stoudemire-kosher-wine.html,The former N.B.A. star Amar’e Stoudemire has released three kosher for Passover wines.,Amar’e Stoudemire Takes a Shot at the Kosher Wine Market,amare-stoudemire-kosher-wine,2018-03-26
2018-03-21T15:01:05+0000,https://www.nytimes.com/2018/03/21/sports/basketball/nancy-lieberman-big3-league.html,"Lieberman, a Hall of Famer who coached men in the N.B.A., will take over Clyde Drexler’s old team in Ice Cube’s three-on-three league.",Nancy Lieberman’s Return to Coaching Will Come in the Big3,nancy-lieberman-big3-league,2018-03-21
2018-03-21T09:00:10+0000,https://www.nytimes.com/2018/03/21/sports/jj-redick-sixers.html,"In his 12th season, Redick painstakingly plans everything from his naps to his shots. It’s helped him steady a 76ers team that is poised to reach the playoffs again.","J.J. Redick, the N.B.A.’s Most Meticulous Player",jj-redick-sixers,2018-03-21
2018-03-21T04:43:49+0000,https://www.nytimes.com/2018/03/21/sports/kyle-korver-brother-death.html,"Korver’s brother, Kirk, died at 27 on Tuesday in Iowa after becoming sick last week.",Kyle Korver to Miss Time With Cavaliers After Brother’s Death,kyle-korver-brother-death,2018-03-21
2018-03-19T15:52:03+0000,https://www.nytimes.com/2018/03/19/sports/basketball/tyronn-lue-cavs.html,The 40-year-old Lue said he has been having heart problems in his third year leading the Cavaliers. It is not clear when he will return.,Cavaliers Coach Tyronn Lue Cites Health Issues as He Steps Away From Team,tyronn-lue-cavs,2018-03-19
2018-03-16T23:29:29+0000,https://www.nytimes.com/2018/03/16/sports/basketball/san-antonio-spurs-face-an-unfamiliar-opponent-down-the-stretch-discontent.html,This will be remembered as the season the Spurs coped with the sort of drama and strife that plagued the rest of the N.B.A. during the Gregg Popovich era.,San Antonio Spurs Face an Unfamiliar Opponent Down the Stretch: Discontent,san-antonio-spurs-face-an-unfamiliar-opponent-down-the-stretch-discontent,2018-03-16
2018-03-15T23:56:16+0000,https://www.nytimes.com/2018/03/15/obituaries/tom-benson-dead.html,"A colorful self-made billionaire, Mr. Benson was alternately revered and reviled in New Orleans, where he also owned the N.B.A.’s Pelicans.","Tom Benson, Tycoon Who Danced With His Saints, Dies at 90",tom-benson-dead,2018-03-15
2018-03-15T21:53:53+0000,https://www.nytimes.com/2018/03/15/sports/basketball/clyde-drexler-big3.html,"As the league gets ready for its second season, it has moved on after the firing of Roger Mason Jr. with the appointment of Drexler, the former N.B.A. star and Dream Team member.",Clyde Drexler Named Commissioner of Big3 League,clyde-drexler-big3,2018-03-15
2018-03-14T21:54:16+0000,https://www.nytimes.com/2018/03/14/sports/basketball/knicks-porzingis-sixers.html,"The long-term absence of Kristaps Porzingis and a visit by Philadelphia on Thursday offer lessons for the Knicks, and a reminder that losing doesn’t have to last forever.","Lose Now, Win Later? In Sixers, Knicks Have a Role Model",knicks-porzingis-sixers,2018-03-14
2018-03-14T01:33:20+0000,https://www.nytimes.com/2018/03/13/sports/kristaps-porzingis-knicks.html,"The forward is still months away from rejoining the team after undergoing A.C.L. surgery, but he addressed the news media before Tuesday’s game against Dallas.",A Kristaps Porzingis Appearance Reminds the Knicks of Better Times,kristaps-porzingis-knicks,2018-03-14
2018-03-13T04:21:25+0000,https://www.nytimes.com/2018/03/13/sports/big3-commissioner-ice-cube.html,Reports that Roger Mason Jr. had been fired as the league’s commissioner were confirmed when he leveled some big accusations against the league‘s founders.,Ice Cube Fires Big3 League’s Commissioner Amid Scandal,big3-commissioner-ice-cube,2018-03-13
2018-03-10T03:27:37+0000,https://www.nytimes.com/2018/03/09/sports/basketball/toronto-raptors-houston-rockets.html,"In a matchup between the respective conference leaders, Toronto topped Houston, 108-105.",The Raptors End the Rockets’ Winning Streak at 17,toronto-raptors-houston-rockets,2018-03-10
2018-03-09T15:23:57+0000,https://www.nytimes.com/2018/03/09/sports/basketball/markelle-fultz-philadelphia-76ers.html,"Fultz was the Philadelphia 76ers’ top pick in the draft last summer, largely because of his jump shot. It has now gone missing and nobody knows why.",Markelle Fultz’s Lonely Search for His Jump Shot,markelle-fultz-philadelphia-76ers,2018-03-09
2018-03-09T11:00:08+0000,https://www.nytimes.com/2018/03/09/nyregion/new-york-today-beneath-the-big-foam-head.html,"Friday: College mascots reveal themselves, what to do this weekend, and a marathon soccer match.",New York Today: Beneath the Big Foam Head,new-york-today-beneath-the-big-foam-head,2018-03-09
2018-03-07T15:46:23+0000,https://www.nytimes.com/2018/03/07/sports/basketball/nets-warriors.html,Their most productive player this season has been Spencer Dinwiddie. The story of this team is overachievement.,"The Nets Aren’t Good, but Shouldn’t They Be a Lot Worse?",nets-warriors,2018-03-07
2018-03-05T15:15:23+0000,https://www.nytimes.com/2018/03/05/sports/kobe-bryant-oscar.html,"In a year with intense focus on improper sexual behavior by men, the victory for Bryant, who was once accused of rape, caused a stir.","Kobe Bryant Wins an Oscar, and Lands a Jab at Laura Ingraham",kobe-bryant-oscar,2018-03-05
2018-03-02T12:00:32+0000,https://www.nytimes.com/2018/03/02/nyregion/how-val-ackerman-college-basketball-executive-spends-her-sundays.html,"When the commissioner of the Big East conference is not going to games or visiting schools, she spends time in downtown Manhattan, where she’s lived for 30 years.","How Val Ackerman, College Basketball Executive, Spends Her Sundays",how-val-ackerman-college-basketball-executive-spends-her-sundays,2018-03-02
2018-03-02T04:29:57+0000,https://www.nytimes.com/2018/03/01/sports/lebron-james-between-the-legs-mvp-race.html,"A day after Houston’s Harden wowed fans with a showstopping play, Cleveland’s James came up with one that was perhaps just as impressive.","James Harden Dazzles, LeBron James Answers, Joel Embiid Recruits",lebron-james-between-the-legs-mvp-race,2018-03-02
2018-03-01T18:37:10+0000,https://www.nytimes.com/2018/03/01/nyregion/yeshiva-university-ncaa-basketball-tournament.html,"The men’s basketball team at Yeshiva University won its first postseason tournament berth, a point of pride not only for the university, but also the Jewish community as a whole.","After Fasting and Before the Sabbath, Yeshiva Debuts in N.C.A.A. Tournament",yeshiva-university-ncaa-basketball-tournament,2018-03-01
2018-02-28T10:00:39+0000,https://www.nytimes.com/2018/02/28/sports/basketball/warriors-ron-adams-age-70.html,Ron Adams is an assistant coach with wide-ranging interests and an obsession with good basketball. He’ll send the wine back if it doesn’t taste right.,The Golden State Warriors’ 70-Year-Old Truth-Teller,warriors-ron-adams-age-70,2018-02-28
2018-02-27T17:45:48+0000,https://www.nytimes.com/2018/02/27/books/etan-thomas-atheletes-as-activists.html,"The activist and former N.B.A. player tries to encourage athletes to become socially conscious in his book, “We Matter: Athletes and Activism.”",Etan Thomas: Now a Different Kind of Player,etan-thomas-atheletes-as-activists,2018-02-27
2018-02-27T03:11:31+0000,https://www.nytimes.com/2018/02/26/sports/basketball/knicks-warriors.html,"Two sleepy quarters led to a 1-point deficit for Golden State at halftime, but an outrageous third quarter turned the game into an easy win in their favor.",Warriors Wake From Slumber Just in Time to Crush the Knicks,knicks-warriors,2018-02-27
2018-02-21T22:39:43+0000,https://www.nytimes.com/2018/02/21/sports/basketball/mark-cuban-dallas-mavericks-fined.html,The Mavericks had already announced an investigation into accusations of misconduct by a former team president when the team’s owner was fined for admitting losing on purpose.,"Mark Cuban’s Terrible 24 Hours Now Includes a $600,000 Fine",mark-cuban-dallas-mavericks-fined,2018-02-21
2018-02-21T07:29:30+0000,https://www.nytimes.com/2018/02/21/sports/dallas-mavericks-sexual-misconduct-investigation.html,"A report by Sports Illustrated detailed accusations against Terdema Ussery, the team’s former president and chief executive, as well as a toxic work environment for women.",Mavericks Begin Investigation After Misconduct Allegations,dallas-mavericks-sexual-misconduct-investigation,2018-02-21
2018-02-19T15:29:22+0000,https://www.nytimes.com/2018/02/19/sports/basketball/nba-all-star-game-lebron-james-stephen-curry.html,"The new format for the All-Star Game seemed to work, with the players actually contesting shots on some possessions. But another concept for the game is lurking.",Team Lebron vs. Team Steph Wasn’t Bad. But How About U.S. vs. the World?,nba-all-star-game-lebron-james-stephen-curry,2018-02-19
2018-02-19T04:53:57+0000,https://www.nytimes.com/2018/02/18/sports/nba-all-star-game.html,"With a new format and bigger cash prizes, defensive effort seemed to be up while scoring was way down.",N.B.A. All-Star Game Shows Some Toughness After a Makeover,nba-all-star-game,2018-02-19
2018-02-18T06:41:04+0000,https://www.nytimes.com/2018/02/18/sports/donovan-mitchell-nba-dunk-contest-.html,"Mitchell edged Larry Nance Jr., sealing his victory with a close approximation of the 360-degree spin dunk that Carter used to win the 2000 contest.","N.B.A. Dunk Contest Goes to Donovan Mitchell, and His Homage to Vince Carter",donovan-mitchell-nba-dunk-contest-,2018-02-18
2018-02-17T16:02:27+0000,https://www.nytimes.com/2018/02/17/sports/basketball/nba-all-star-game-trades.html,"For the first time in a long time, the trade deadline has already passed. That means the All-Stars can play without rumored deals getting in the way.",The N.B.A. All-Star Game Has Shed a Major Distraction,nba-all-star-game-trades,2018-02-17
2018-02-16T23:07:27+0000,https://www.nytimes.com/2018/02/16/sports/basketball/nba-all-star-dunk-3-pointers.html,The 3-point shot has increasingly become the signature play of the N.B.A. So why shouldn’t it resonate at the league’s All-Star weekend?,The N.B.A. Dunk Contest Has the History. The 3-Point Contest Has the Stars.,nba-all-star-dunk-3-pointers,2018-02-16
2018-02-16T20:57:35+0000,https://www.nytimes.com/2018/02/16/obituaries/don-carter-84-who-brought-the-nba-to-dallas-is-dead.html,Mr. Carter and a partner founded the Mavericks in 1980 and built the team into a model franchise that quickly became a contender.,"Don Carter, 84, Who Brought the N.B.A. to Dallas, Is Dead",don-carter-84-who-brought-the-nba-to-dallas-is-dead,2018-02-16
2018-02-16T18:23:52+0000,https://www.nytimes.com/2018/02/16/sports/basketball/lebron-laura-ingraham.html,"The Fox News host mocked Mr. James and said basketball stars should not express political opinions. “We will definitely not shut up and dribble,” Mr. James responded.","‘To Me, It Was Racist’: N.B.A. Players Respond to Laura Ingraham’s Comments on LeBron James",lebron-laura-ingraham,2018-02-16
2018-02-15T19:12:40+0000,https://www.nytimes.com/2018/02/15/sports/basketball/knicks-porzingis-ntilikina.html,"Frank Ntilikina’s dwindling minutes are a troubling sign that the Knicks have given up on yet another player, and yet another year.","The Knicks at Midseason: Full Arena, No Plan",knicks-porzingis-ntilikina,2018-02-15
2018-02-15T18:56:04+0000,https://www.nytimes.com/2018/02/15/business/media/kobe-bryant-lebron-james-kevin-durant-hollywood.html,"Los Angeles is suddenly crawling with basketball royalty like Kobe Bryant, LeBron James and Kevin Durant, who are developing TV shows, streaming offerings and movies.",N.B.A. Stars Get Into the Hollywood Game,kobe-bryant-lebron-james-kevin-durant-hollywood,2018-02-15
2018-02-13T10:00:32+0000,https://www.nytimes.com/2018/02/13/travel/joel-embiid-basketball-video-games-shoes.html,"The all-star basketball player always brings his PlayStation, ChapStick and cologne.",What Joel Embiid Can’t Travel Without,joel-embiid-basketball-video-games-shoes,2018-02-13
2018-02-12T07:59:11+0000,https://www.nytimes.com/2018/02/12/sports/milos-teodosic-clippers.html,"The 30-year-old N.B.A. rookie from Serbia is producing plenty of highlights as a Los Angeles Clipper. But stacks of beef for breakfast? No way, he says.","Milos Teodosic Is for Real, Even if That Cheeseburger Story May Not Be",milos-teodosic-clippers,2018-02-12
2018-02-12T01:07:39+0000,https://www.nytimes.com/2018/02/11/sports/cavaliers-celtics-paul-pierce.html,"The Celtics had a postgame ceremony planned for their former All-Star player, but a blowout win for the Cavaliers made the night far less celebratory.","On Paul Pierce’s Night, LeBron James Steals the Show",cavaliers-celtics-paul-pierce,2018-02-12
2018-02-09T15:43:30+0000,https://www.nytimes.com/2018/02/09/sports/basketball/cavaliers-trades.html,"Deadline deals rarely lead to championships, but there is little precedent for the dramatic roster overhaul Cleveland engineered on Thursday.",Cavaliers Clear the Air by Blowing Up the Building,cavaliers-trades,2018-02-09
2018-02-08T21:47:57+0000,https://www.nytimes.com/2018/02/08/sports/knicks-emmanuel-mudiay-denver-dallas.html,The deal will also send Knicks small forward Doug McDermott to the Dallas Mavericks.,Knicks Acquire Emmanuel Mudiay From Denver Nuggets in Three-Team Trade,knicks-emmanuel-mudiay-denver-dallas,2018-02-08
2018-02-08T19:22:54+0000,https://www.nytimes.com/2018/02/08/sports/basketball/cavaliers-lakers-trade-isaiah-thomas.html,"Cleveland’s N.B.A. trade deadline deals involve 11 players, five teams and two draft picks. Thomas had been vocal about conflict among Cavaliers players.",Cavaliers Dealing Isaiah Thomas to Lakers and Dwyane Wade to Heat in Radical Restructuring,cavaliers-lakers-trade-isaiah-thomas,2018-02-08
2018-02-07T04:08:41+0000,https://www.nytimes.com/2018/02/06/sports/kristaps-porzingis-tears-acl.html,The All-Star forward landed awkwardly after a dunk in the Knicks’ loss to the Milwaukee Bucks on Tuesday. He will miss the remainder of the season.,"Kristaps Porzingis Tears A.C.L., Crippling the Knicks",kristaps-porzingis-tears-acl,2018-02-07
2018-02-05T07:58:21+0000,https://www.nytimes.com/2018/02/05/sports/tim-hardaway-jr-knicks.html,"Knicks fans balked at his four-year, $71 million deal, but Tim Hardaway Jr. has proved his worth the second time around in New York.","Humbled in the N.B.A.’s Shadows, Tim Hardaway Jr. Returns to the Spotlight",tim-hardaway-jr-knicks,2018-02-05
2018-02-05T04:27:15+0000,https://www.nytimes.com/2018/02/04/sports/basketball/new-york-knicks-atlanta-hawks.html,"Kent Bazemore hit a 3-pointer with 6.7 seconds left to give Atlanta a 99-96 win over the Knicks, who had led by 6 with 2:16 remaining.",Hawks Rally Late to Whittle Away at Knicks’ Lead,new-york-knicks-atlanta-hawks,2018-02-05
2018-02-03T04:36:31+0000,https://www.nytimes.com/2018/02/02/sports/basketball/giannis-antetokounmpos-late-layup-tops-the-knicks.html,"Antetokounmpo made a driving layup with 1.9 seconds remaining, and Jabari Parker scored 12 points in his first game in nearly a year.",Giannis Antetokounmpo’s Late Layup Tops the Knicks,giannis-antetokounmpos-late-layup-tops-the-knicks,2018-02-03
2018-02-01T05:47:03+0000,https://www.nytimes.com/2018/02/01/sports/basketball/knicks-celtics.html,"Boston, which was without Kyrie Irving, grabbed control by outscoring the Knicks by 31-20 in the third quarter.",Knicks Dealt 30-Point Loss by Short-Handed Celtics,knicks-celtics,2018-02-01
2018-01-31T14:33:38+0000,https://www.nytimes.com/2018/01/31/sports/basketball/james-harden-triple-double.html,"On Tuesday night, the Houston Rockets guard scored the most points in a triple double in N.B.A. history, 60, in a victory over the Magic.",Five Things About James Harden’s Triple Double,james-harden-triple-double,2018-01-31
2018-01-31T04:54:02+0000,https://www.nytimes.com/2018/01/30/sports/basketball/knicks-nets.html,"Porzingis scored 28 points and Kanter had 20 points, 20 rebounds and 5 assists as the Knicks completed a regular-season sweep of the Nets.",Kristaps Porzingis and Enes Kanter Lead Knicks in Rout of Nets,knicks-nets,2018-01-31
2018-01-31T04:33:30+0000,https://www.nytimes.com/2018/01/30/sports/basketball/james-harden.html,Harden became the first player in N.B.A. history to score 60 points as part of a triple-double.,James Harden Sets Rockets Record With 60 Points,james-harden,2018-01-31
2018-01-30T17:57:06+0000,https://www.nytimes.com/2018/01/30/sports/basketball/blake-griffin-trade-clippers-pistons.html,Los Angeles is creating salary cap space to sign free agents this summer. Detroit is trying to be relevant in the East and sell some tickets.,What the Blake Griffin Trade Means for the Clippers and Pistons,blake-griffin-trade-clippers-pistons,2018-01-30
2018-01-30T01:00:35+0000,https://www.nytimes.com/2018/01/29/sports/blake-griffin-trade-clippers-pistons.html,"The Clippers will receive Tobias Harris, Avery Bradley, Boban Marjanovic and two draft picks in the deal.",Clippers Send Blake Griffin to Pistons in Blockbuster Trade,blake-griffin-trade-clippers-pistons,2018-01-30
2018-01-29T18:44:05+0000,https://www.nytimes.com/2018/01/29/sports/basketball/joakim-noah-knicks.html,The Knicks and Noah agreed to a cooling-off period after an emotional exchange with Coach Jeff Hornacek.,Argument with Hornacek Led to Noah’s Leave From Knicks,joakim-noah-knicks,2018-01-29
2018-01-27T21:30:23+0000,https://www.nytimes.com/2018/01/27/sports/basketball/thunder-dakari-johnson.html,"Dakari Johnson, a rookie center for the Oklahoma City Thunder, is a result of generations of hard work and big dreams.",A Brooklyn Family’s Journey Finally Reaches the N.B.A.,thunder-dakari-johnson,2018-01-27
2018-01-26T23:09:55+0000,https://www.nytimes.com/2018/01/26/sports/basketball/7-foot-7-robert-bobroczkyi-prospect.html,"What’s life like at 7 feet 7 inches? Robert Bobroczkyi, a 17-year-old basketball prospect, gives us a view of his world.",A Teenager’s Basketball Dream Is Size XXXXXL,7-foot-7-robert-bobroczkyi-prospect,2018-01-26
2018-01-26T05:03:54+0000,https://www.nytimes.com/2018/01/26/sports/basketball/knicks-denver-nuggets-porzingis.html,Kristaps Porzingis was back on the court after a one-game absence but he fouled out in the fourth quarter of what had become a close game.,Porzingis Returns but Knicks Lose to Nuggets,knicks-denver-nuggets-porzingis,2018-01-26
2018-01-26T00:44:04+0000,https://www.nytimes.com/2018/01/25/sports/basketball/nba-all-star-rosters-draft.html,"As captains in the N.B.A.’s 2018 All-Star draft, Curry and James took turns picking from their fellow All-Stars from both conferences.",Stephen Curry and LeBron James Reveal All-Star Rosters,nba-all-star-rosters-draft,2018-01-26
2018-01-25T10:00:25+0000,https://www.nytimes.com/2018/01/25/sports/basketball/nba-all-star-draft.html,"A novel approach to this year’s N.B.A. All-Star game, with captains picking the teams, was undermined in an effort to protect players’ feelings.",Does an N.B.A. All-Star Draft Held in Private Make a Sound?,nba-all-star-draft,2018-01-25
2018-01-24T00:59:19+0000,https://www.nytimes.com/2018/01/23/sports/lebron-james-30000-points.html,James was so confident that he would score the 7 points he needed to reach the mark that he congratulated himself on Instagram hours before Tuesday night’s game.,"LeBron James Celebrates 30,000th Point and Then He Scores It",lebron-james-30000-points,2018-01-24
2018-01-23T00:07:51+0000,https://www.nytimes.com/2018/01/22/sports/trae-young-oklahoma.html,Freshman Trae Young began the year unheralded. Now he leads in points and assists and has single-handedly made Oklahoma-Kansas a marquee matchup.,"Oklahoma’s Trae Young, the Superstar Nobody Saw Coming",trae-young-oklahoma,2018-01-23
2018-01-22T21:48:25+0000,https://www.nytimes.com/2018/01/22/sports/jason-kidd-fired-milwaukee-bucks.html,The underperforming Bucks had recently dropped into the No. 8 spot in the Eastern Conference playoff standings despite a roster loaded with talent.,"Milwaukee Bucks, Seeking a Change in Leadership, Fire Jason Kidd",jason-kidd-fired-milwaukee-bucks,2018-01-22
2018-01-21T06:04:59+0000,https://www.nytimes.com/2018/01/21/sports/basketball/chris-paul-scores-33-as-rockets-end-warriors-road-streak.html,Paul also had 11 rebounds in a game that ended a 14-game win streak for Golden State.,Chris Paul Scores 33 as Rockets End Warriors’ Road Streak,chris-paul-scores-33-as-rockets-end-warriors-road-streak,2018-01-21
2018-01-20T02:38:57+0000,https://www.nytimes.com/2018/01/19/sports/basketball/cavaliers-deandre-jordan.html,The team seems willing to give up some veteran players to better position itself for a title run.,Cavaliers Pursue DeAndre Jordan and Lou Williams Ahead of N.B.A. Trade Deadline,cavaliers-deandre-jordan,2018-01-20
2018-01-19T03:27:37+0000,https://www.nytimes.com/2018/01/18/sports/basketball/nba-predictions-lebron-james.html,Don’t order that LeBron James Lakers jersey just yet.,"8 Fearless N.B.A. Predictions: LeBron, Boogie and the Blazers’ Backcourt",nba-predictions-lebron-james,2018-01-19
2018-01-18T04:21:50+0000,https://www.nytimes.com/2018/01/17/sports/basketball/knicks-grizzlies.html,Tyreke Evans led the way for Memphis as the Grizzlies held off a late surge by the Knicks. The Grizzlies had not won consecutive games since October.,"Grizzlies, Minus Gasol, Still Manage to Beat Knicks",knicks-grizzlies,2018-01-18
2018-01-18T00:27:46+0000,https://www.nytimes.com/2018/01/17/sports/rockets-clippers-suspensions.html,"Ariza and Green were barred for two games each, but no other players were punished, as a result of a contentious game that included a locker room invasion.",Trevor Ariza and Gerald Green Suspended Over Rockets-Clippers Melee,rockets-clippers-suspensions,2018-01-18
2018-01-17T04:53:51+0000,https://www.nytimes.com/2018/01/16/obituaries/jo-jo-white-dead-boston-celtics.html,White played 10 seasons for the Celtics and helped lead the team to N.B.A. championships in 1974 and 1976.,"Jo Jo White, Deadeye Shooter for Boston Celtics, Dies at 71",jo-jo-white-dead-boston-celtics,2018-01-17
2018-01-16T13:18:58+0000,https://www.nytimes.com/2018/01/16/sports/basketball/houston-rockets-los-angeles-clippers-chris-paul.html,"For the Rockets and Clippers, confrontations on the court, and maybe later by the locker room.",Angry Words and Ejections as Chris Paul Returns to Los Angeles,houston-rockets-los-angeles-clippers-chris-paul,2018-01-16
2018-01-16T07:59:25+0000,https://www.nytimes.com/2018/01/16/sports/sports-statues-sculptor.html,"Brian Hanlon is a prolific sculptor of sports-related statues, the guiding hand behind an assembly line that starts in a New Jersey chicken coop.","A Sports Rodin Works in Bronze, and in Volume",sports-statues-sculptor,2018-01-16
