published_date,article_urls,article_summary,article_headline,title,date
2018-01-16T01:48:43+0000,https://www.nytimes.com/2018/01/15/sports/knicks-nets.html,Kristaps Porzingis outshined the competition in a battle between New York City teams that have failed to develop the rivalry once expected of them.,Knicks Bring the Lone Star to a Battle of Stargazing Teams,knicks-nets,2018-01-16
2018-01-15T05:38:51+0000,https://www.nytimes.com/2018/01/15/sports/basketball/nba-power-rankings.html,"The Warriors, the Celtics, the Raptors and the Rockets made up a pretty good top four in the first half of the N.B.A. season, but the Cavaliers cannot be counted out.",N.B.A. Power Rankings: Warriors on Top at Midseason,nba-power-rankings,2018-01-15
2018-01-13T05:59:25+0000,https://www.nytimes.com/2018/01/13/sports/basketball/knicks-falter-on-the-road-again-losing-to-the-timberwolves.html,The Knicks are 4-15 on the road this season.,"Knicks Falter on the Road Again, Losing to the Timberwolves",knicks-falter-on-the-road-again-losing-to-the-timberwolves,2018-01-13
2018-01-08T22:45:04+0000,https://www.nytimes.com/2018/01/08/sports/basketball/lavar-ball-lonzo-lakers.html,"LaVar Ball has created another uproar, this time by saying the Lakers’ coach “has no control” of the team. Shouldn’t his son draw some kind of line?",Team Unity or Dad’s Rants: Lonzo Ball’s Hard Decision,lavar-ball-lonzo-lakers,2018-01-08
2018-01-08T17:50:43+0000,https://www.nytimes.com/2018/01/08/sports/patrick-ewing-georgetown.html,Patrick Ewing had spent years positioning himself for an N.B.A. coaching job when a phone call suggested his future might be back at Georgetown.,"A Hoya Again, Patrick Ewing Learns Value of Knowing When to Pivot",patrick-ewing-georgetown,2018-01-08
2018-01-06T05:49:16+0000,https://www.nytimes.com/2018/01/06/sports/basketball/knicks-heat.html,The Heat set a team record by attempting 42 3-pointers — and another team record by missing 30 of them.,Knicks Fall Amid a Blizzard of 3-Pointers in Miami,knicks-heat,2018-01-06
2018-01-05T20:23:14+0000,https://www.nytimes.com/2018/01/05/sports/basketball/knicks-mark-cuban-mavericks-.html,"Sunday’s game will match two rookie guards who have been a source of intrigue, fed in part by LeBron James. There will also be a retirement ceremony, and Mark Cuban without his longtime soapbox.","When the Knicks Visit Dallas, Only One Thing Will Be Missing",knicks-mark-cuban-mavericks-,2018-01-05
2018-01-05T14:46:57+0000,https://www.nytimes.com/2018/01/05/sports/basketball/rutgers-pregame-videos.html,Rutgers is out in front with the latest form of gamesmanship. Just watch the Mr. Trololo video to understand how this tactic might work.,New Pregame Trickery: Distract the Visiting Team With Bad YouTube Videos,rutgers-pregame-videos,2018-01-05
2018-01-04T21:33:48+0000,https://www.nytimes.com/2018/01/04/sports/basketball/philadelphia-sixers-song.html,The star turns of Ben Simmons and Joel Embiid have Philadelphia fans cheering again — and dancing to the disco sounds of “Here Come the Sixers.”,Sixers’ Throwback Anthem Becomes the Soundtrack of a Comeback,philadelphia-sixers-song,2018-01-04
2018-01-04T04:31:37+0000,https://www.nytimes.com/2018/01/03/sports/basketball/knicks-continue-their-struggles-against-the-wizards.html,"With an 18-point loss in Washington, the Knicks fell to the Wizards for the 14th time in the teams’ last 15 meetings.",Knicks Continue Their Struggles Against the Wizards,knicks-continue-their-struggles-against-the-wizards,2018-01-04
2018-01-03T18:51:08+0000,https://www.nytimes.com/2018/01/03/sports/basketball/spurs-knicks-porzingis.html,"Like the Spurs, the Knicks have a talented international core. But do they have the patience to build it into a winner?",A Plan for the Knicks’ Future? Look to the Spurs’ Past,spurs-knicks-porzingis,2018-01-03
2018-01-03T15:34:50+0000,https://www.nytimes.com/2018/01/03/sports/ncaabasketball/kansas-big-12.html,"The Jayhawks have won or tied for 13 straight Big 12 regular-season basketball titles, but that run could be in jeopardy this year.","Kansas Is Suddenly Vulnerable at Home, and in the Big 12",kansas-big-12,2018-01-03
2018-01-03T02:42:26+0000,https://www.nytimes.com/2018/01/02/sports/isaiah-thomas-cavaliers.html,"The All-Star guard, who missed 36 games with a hip injury, came off the bench to score 16 points in Cleveland’s 127-110 victory over Portland on Tuesday.",Isaiah Thomas Helps End Losing Streak in His Cavaliers Debut,isaiah-thomas-cavaliers,2018-01-03
2018-01-02T03:26:47+0000,https://www.nytimes.com/2018/01/01/sports/isaiah-thomas-cavaliers.html,"The key player acquired for Kyrie Irving, Thomas is a tremendous offensive talent, but he might not do much for Cleveland’s defensive shortcomings.",How Much Will Isaiah Thomas Improve the Cavaliers?,isaiah-thomas-cavaliers,2018-01-02
2017-12-31T05:08:31+0000,https://www.nytimes.com/2017/12/31/sports/basketball/-knicks-pelicans-.html,Porzingis scored 7 straight points in a late fourth-quarter push as the Knicks won for the first time in five games.,Kristaps Porzingis’s 30 Points Help Knicks Top Pelicans and End Skid,-knicks-pelicans-,2017-12-31
2017-12-29T19:21:51+0000,https://www.nytimes.com/2017/12/29/sports/basketball/lebron-james-kerr.html,"You can say he’s ageless and even sublime. But can you truthfully say, as Steve Kerr did, that James is better in his 15th N.B.A. season than he was in his 10th?","Is LeBron James, at 33, Better Than He Was 5 Years Ago?",lebron-james-kerr,2017-12-29
2017-12-29T15:00:26+0000,https://www.nytimes.com/2017/12/29/arts/dance/brooklynettes-knicks-city-dancers.html,"With packed routines, the hard-working Brooklynettes and Knicks City Dancers are “there to create just as much of a show as the basketball players.”",These N.B.A. Dancers Bring Their High Kicks Courtside,brooklynettes-knicks-city-dancers,2017-12-29
2017-12-29T04:32:48+0000,https://www.nytimes.com/2017/12/28/sports/basketball/knicks-spurs.html,"The Knicks were able to push the pace against the Spurs, who were without Kawhi Leonard, but could not overcome a balanced effort from San Antonio.",Knicks Fall to 2-12 on the Road With Loss at Spurs,knicks-spurs,2017-12-29
2017-12-28T04:12:01+0000,https://www.nytimes.com/2017/12/27/sports/basketball/knicks-bulls.html,"The Knicks led by as many as 15 in Chicago, but Kris Dunn led a comeback for the Bulls as they edged ahead in the final moments.",Knicks Let Big Lead Slip Away in Loss to Bulls,knicks-bulls,2017-12-28
2017-12-28T00:56:31+0000,https://www.nytimes.com/2017/12/27/sports/basketball/phoenix-suns-chandler-rule.html,"In the latest instance of a coach exploiting an obscure rule, the Suns avoided a goaltending call on a last-second inbounds pass that was dunked by Tyson Chandler for a win.",Suns Pull Off the Hidden-Rule Trick and Emerge With a Victory,phoenix-suns-chandler-rule,2017-12-28
2017-12-26T19:21:47+0000,https://www.nytimes.com/2017/12/26/sports/basketball/fabulous-flournoy.html,"He is the beating heart of British basketball and his journey has taken him from the Bronx to Buckingham Palace. And, at 44, he is still going. “In his mind, age doesn’t apply.”",The Fantastical Adventures of Fabulous Flournoy,fabulous-flournoy,2017-12-26
2017-12-26T03:43:16+0000,https://www.nytimes.com/2017/12/25/sports/basketball/warriors-cavaliers-christmas-james-durant.html,The outcome of the Christmas Day showdown with the Cavaliers was an apt reminder that the Warriors remain No. 1.,Who’s Fresher Than the Warriors?,warriors-cavaliers-christmas-james-durant,2017-12-26
2017-12-26T00:24:38+0000,https://www.nytimes.com/2017/12/25/sports/basketball/knicks-sixers-kanter-christmas.html,"After Monday’s loss, New York was 17-16 and facing a long, tough stretch on the road. And the Knicks have been weak away from home this season.","The Vibe Is Better for the Knicks, but There Are Perils Ahead",knicks-sixers-kanter-christmas,2017-12-26
2017-12-25T23:21:36+0000,https://www.nytimes.com/2017/12/25/sports/basketball/nba-golden-state-cleveland.html,"Durant delivered a towering performance on both ends of the floor, defending LeBron James and scoring 25 points.","Led by an Overpowering Kevin Durant, the Warriors Defeat the Cavaliers",nba-golden-state-cleveland,2017-12-25
2017-12-23T05:06:57+0000,https://www.nytimes.com/2017/12/23/sports/basketball/knicks-fall-after-taking-a-late-lead-in-detroit.html,"The Knicks, who trailed for most of the game, held a 4-point lead with 1 minute 48 seconds to play. Then the Pistons regained control.",Knicks Fall After Taking a Late Lead in Detroit,knicks-fall-after-taking-a-late-lead-in-detroit,2017-12-23
2017-12-22T10:00:28+0000,https://www.nytimes.com/2017/12/22/sports/basketball/porzingis-artist.html,"Joseph Anavim, a Long Island native, has made pop-art paintings for Carmelo Anthony, Kristaps Porzingis and many others.",Jojo Is the Artist of Choice Among N.B.A. Stars,porzingis-artist,2017-12-22
2017-12-21T23:57:44+0000,https://www.nytimes.com/2017/12/21/sports/kyle-kuzma-lakers.html,"Taken 27th, a point in the N.B.A. draft typically reserved for Europeans and players with discernible flaws, Kuzma immediately thrived for the Lakers.","In Kyle Kuzma, the Lakers Found a Gem Late in the First Round",kyle-kuzma-lakers,2017-12-21
2017-12-20T10:00:32+0000,https://www.nytimes.com/2017/12/20/sports/liangelo-lamelo-ball-lithuania.html,"It all started with a message on Twitter in the wee hours of the morning. Less than a week later, the brothers signed a contract and sent the town into a frenzy.",How This Lithuanian Outpost Lured LiAngelo and LaMelo Ball,liangelo-lamelo-ball-lithuania,2017-12-20
2017-12-19T23:21:15+0000,https://www.nytimes.com/2017/12/19/sports/celtics-nba-social-media.html,"The N.B.A. wants to run a 2017 sports business, and even teams that have historically resisted change are getting on board.",Why the Dowdy Celtics Are Trying to Wear Supreme,celtics-nba-social-media,2017-12-19
2017-12-19T04:23:55+0000,https://www.nytimes.com/2017/12/18/sports/knicks-hornets.html,Frank Kaminsky scored 24 points for Charlotte and his slick shooting stopped the Knicks’ winning streak at four games.,Kaminsky and Hornets End Knicks’ Winning Streak,knicks-hornets,2017-12-19
2017-12-18T20:59:43+0000,https://www.nytimes.com/2017/12/18/insider/times-reporters-share-their-most-memorable-interviews-of-2017.html,Times reporters reflect on the conversations that stuck with them long after their assignments ended.,Our Journalists Share Their Most Memorable Interviews of 2017,times-reporters-share-their-most-memorable-interviews-of-2017,2017-12-18
2017-12-18T07:59:26+0000,https://www.nytimes.com/2017/12/18/sports/kobe-bryant-lakers-uniform-numbers.html,"For two decades in the N.B.A., Bryant was almost singular in his intensity. And on Monday night, the numbers he wore — No. 8 and 24 — will be retired.","For Kobe Bryant, a Double Salute, With Two Numbers Headed to the Rafters",kobe-bryant-lakers-uniform-numbers,2017-12-18
2017-12-17T04:05:55+0000,https://www.nytimes.com/2017/12/16/sports/basketball/knicks-camelo-anthony.html,"Anthony also heard some jeers, and he made just 5 shots in 18 attempts during his first game at Madison Square Garden since the Knicks traded him to Oklahoma City.","Carmelo Anthony, Back in New York, Gets Cheers, a Video and a Loss",knicks-camelo-anthony,2017-12-17
2017-12-16T16:34:21+0000,https://www.nytimes.com/2017/12/16/sports/basketball/lorenzen-wright-wife-murder.html,"The body of the former N.B.A. player was found near some woods in 2010, 10 days after he was reported missing in Tennessee.",Ex-Wife of Lorenzen Wright Charged With Murder in 2010 Death,lorenzen-wright-wife-murder,2017-12-16
2017-12-16T02:42:50+0000,https://www.nytimes.com/2017/12/15/sports/basketball/porzingis-knicks-knee-injury.html,The Knicks’ new franchise player injured his knee against the Nets on Thursday night and is listed as questionable for Saturday’s game.,"It Will Be Anthony vs. Knicks, but Maybe Not Anthony vs. Porzingis",porzingis-knicks-knee-injury,2017-12-16
2017-12-15T19:24:51+0000,https://www.nytimes.com/2017/12/15/sports/nba-mexico-city.html,"Smog, traffic, security concerns — all are issues the league is assessing. But there are lots of reasons to think it might move aggressively into Mexico.",An N.B.A. Team in Mexico City: How Realistic Is That?,nba-mexico-city,2017-12-15
2017-12-15T04:15:14+0000,https://www.nytimes.com/2017/12/14/sports/basketball/nba-referees-monty-mccutchen.html,"As vice president, head of referee development and training, he will mentor and coach referees from the N.B.A., N.B.A. G League and the W.N.B.A.",N.B.A. Gives Referee Monty McCutchen New Job in League Office,nba-referees-monty-mccutchen,2017-12-15
2017-12-14T20:47:27+0000,https://www.nytimes.com/2017/12/14/sports/carmelo-anthony-knicks-thunder-saturday.html,"The former Knicks star makes his New York return on Saturday night, and he will arrive here as a member of a Thunder team not doing all that great.","Live From New York, It Will Be a Struggling Carmelo Anthony",carmelo-anthony-knicks-thunder-saturday,2017-12-14
2017-12-13T00:44:51+0000,https://www.nytimes.com/2017/12/12/sports/basketball/okafor-brooklyn-nets-philadelphia.html,"Okafor, the No. 3 draft pick in 2015, lost his spot to Joel Embiid in Philadelphia but now has the opportunity to develop in Brooklyn.","Jahlil Okafor Gets a Second Chance, and Nets Get a Bargain",okafor-brooklyn-nets-philadelphia,2017-12-13
2017-12-12T01:59:59+0000,https://www.nytimes.com/2017/12/11/sports/lonzo-ball-shooting.html,"Kevin Martin’s stroke in college was nearly identical to Ball’s unorthodox method, but Martin managed to slowly improve it and become an effective shooter.",Fix Lonzo Ball’s Shot? Here’s the Blueprint,lonzo-ball-shooting,2017-12-12
2017-12-10T04:15:46+0000,https://www.nytimes.com/2017/12/09/sports/knicks-chicago-bulls-buzzer.html,"The Knicks scored 10 consecutive points to tie the score at 102, but Kristaps Porzingis’s last-second 3-pointer just missed.","Knicks’ Rally Late, but Can’t Beat Bulls at the Buzzer",knicks-chicago-bulls-buzzer,2017-12-10
2017-12-08T06:29:16+0000,https://www.nytimes.com/2017/12/08/sports/nets-thunder-mexico-city.html,"After a trade earlier in the day, Brooklyn had to scramble, but with 21 points off the bench from Caris LeVert they toppled Oklahoma City.",Short-Handed Nets Beat Thunder in Mexico City,nets-thunder-mexico-city,2017-12-08
2017-12-08T01:54:05+0000,https://www.nytimes.com/2017/12/07/sports/jahlil-okafor-trade-nets-76ers.html,"The Nets have two of the top three picks in the 2015 draft after adding Okafor, along with Nik Stauskas and a draft pick, in exchange for Trevor Booker.",Jahlil Okafor Headed to Nets in Trade With 76ers,jahlil-okafor-trade-nets-76ers,2017-12-08
2017-12-07T23:42:22+0000,https://www.nytimes.com/2017/12/07/obituaries/perry-wallace-college-basketball-pioneer-is-dead-at-69.html,"As the first black varsity basketball player in Southeastern Conference history, he distinguished himself on the court while battling racism.","Perry Wallace, College Basketball Pioneer, Is Dead at 69",perry-wallace-college-basketball-pioneer-is-dead-at-69,2017-12-07
2017-12-07T19:31:14+0000,https://www.nytimes.com/2017/12/07/sports/nba-g-league-mexico-city.html,The G League will have a team in Mexico City that is owned and operated locally. The expansion could help gauge the viability of putting an N.B.A. team there.,N.B.A. Plans to Put a Minor League Team in Mexico City,nba-g-league-mexico-city,2017-12-07
2017-12-07T04:24:10+0000,https://www.nytimes.com/2017/12/06/sports/knicks-grizzlies.html,"The team is still without Tim Hardaway Jr., but the return of Porzingis helped get the team an easy win over the Memphis Grizzlies.",Courtney Lee and Kristaps Porzingis Lift Knicks to .500,knicks-grizzlies,2017-12-07
2017-12-05T03:54:55+0000,https://www.nytimes.com/2017/12/04/sports/basketball/pacers-knicks.html,The Knicks were without Kristaps Porzingis and Tim Hardaway Jr. for a second consecutive loss.,Pacers Rout Knicks With Seven Players Scoring in Double Figures,pacers-knicks,2017-12-05
2017-12-02T02:42:50+0000,https://www.nytimes.com/2017/12/01/sports/basketball/carroll-academy.html,"Carroll Academy, a day school in Huntington, Tenn., won, 29-27, in double overtime to end the country’s longest high school losing streak.","After 312 Straight Losses, Juvenile Court’s Girls Basketball Team Prevails",carroll-academy,2017-12-02
2017-12-01T22:00:14+0000,https://www.nytimes.com/2017/12/01/sports/basketball/knicks-warriors-david-lee.html,"David Lee, 34, unexpectedly announced his retirement from the N.B.A. last month. He took a ring and some extraordinary memories with him.",The All-Star Who Ended Ugly Streaks for the Warriors and the Knicks,knicks-warriors-david-lee,2017-12-01
2017-11-30T01:10:34+0000,https://www.nytimes.com/2017/11/29/sports/kristaps-porzingis-knicks.html,"A scary ankle injury in the first quarter forced Porzingis out of the game, but Enes Kanter led the team to a blowout of the Miami Heat.","Kristaps Porzingis Exits With Injury, but Knicks Roll to Win",kristaps-porzingis-knicks,2017-11-30
2017-11-29T17:17:30+0000,https://www.nytimes.com/2017/11/29/obituaries/steve-snapper-jones-dead-nba-broadcaster.html,"Jones, an A.B.A. All-Star, was a longtime broadcaster for the Portland Trail Blazers and reached a national audience through ESPN, NBC and other networks.","Snapper Jones, N.B.A. Broadcaster, Dies at 75",steve-snapper-jones-dead-nba-broadcaster,2017-11-29
2017-11-29T03:32:08+0000,https://www.nytimes.com/2017/11/28/sports/basketball/blake-griffin-injured.html,"Griffin sustained a medial collateral ligament sprain in a victory over the Lakers on Monday, dealing another setback to the injury-riddled Clippers.",Clippers’ Blake Griffin Could Miss Two Months to Knee Injury,blake-griffin-injured,2017-11-29
2017-11-28T03:30:10+0000,https://www.nytimes.com/2017/11/27/sports/basketball/knicks-blazers-damian-lillard.html,Damian Lillard scored 32 points at Madison Square Garden as Portland handed the Knicks their third straight loss.,Knicks Fall Back to .500 With Loss to Trail Blazers,knicks-blazers-damian-lillard,2017-11-28
2017-11-27T23:42:02+0000,https://www.nytimes.com/2017/11/27/sports/basketball/david-fizdale-fired.html,"In a move that stunned many around the N.B.A., Fizdale was fired after a 7-12 start. The Grizzlies had lost their last eight straight games.",David Fizdale Is Fired by Memphis Grizzlies,david-fizdale-fired,2017-11-27
2017-11-26T04:40:16+0000,https://www.nytimes.com/2017/11/25/sports/basketball/knicks-briefly-make-do-without-porzingis-then-fall-hard-against-houston.html,"Kristaps Porzingis missed Saturday’s game because of tightness in his lower back, and the Knicks let an early 22-point lead disintegrate.","Knicks Briefly Make Do Without Porzingis, Then Fall Hard Against Houston",knicks-briefly-make-do-without-porzingis-then-fall-hard-against-houston,2017-11-26
2017-11-25T05:01:07+0000,https://www.nytimes.com/2017/11/25/sports/basketball/knicks-falter-in-the-second-half-against-atlanta.html,The Hawks earned just their second home win by out-hustling the Knicks with a 24-5 advantage in second-chance points.,Knicks Falter in the Second Half Against Atlanta,knicks-falter-in-the-second-half-against-atlanta,2017-11-25
2017-11-23T03:54:07+0000,https://www.nytimes.com/2017/11/22/sports/basketball/knicks-raptors-hardaway.html,Kristaps Porzingis finished with 22 points and 12 rebounds and Hardaway scored 12 during a 28-0 third-quarter run at Madison Square Garden.,Tim Hardaway Jr.’s 38 Points Carry Knicks Past Raptors,knicks-raptors-hardaway,2017-11-23
2017-11-22T18:12:53+0000,https://www.nytimes.com/2017/11/22/sports/basketball/fiba-world-cup.html,"In a twist, national teams will have to qualify for FIBA’s World Cup without help from N.B.A. players, though the stars would play in the actual tournament.",Basketball Mimics Soccer’s World Cup Qualifying (Minus the Stars),fiba-world-cup,2017-11-22
2017-11-22T00:18:47+0000,https://www.nytimes.com/2017/11/21/sports/basketball/celtics-winning-streak.html,"Boston has won 16 straight games, and with a schedule of winnable games, they could quickly rise in the ranks of the longest N.B.A. winning streaks.",Celtics’ Winning Streak Adds Significance With Each Game,celtics-winning-streak,2017-11-22
2017-11-21T17:05:22+0000,https://www.nytimes.com/2017/11/21/sports/basketball/toronto-raptors-.html,"Using the same core players, Toronto has reset its culture and become a convert to 3-point shooting, floor spacing and ball movement over isolation play.","The Raptors Remade Their Mind-Set, Not Their Roster. It’s Working.",toronto-raptors-,2017-11-21
2017-11-21T14:16:24+0000,https://www.nytimes.com/2017/11/21/sports/basketball/bol-bol-oregon-manute.html,"He has the name, the size and the attitude to succeed. A 7-footer with a strong perimeter game, Bol has committed to playing at Oregon.",Why Bol Bol (Son of Manute) Will Be Your Favorite Basketball Player,bol-bol-oregon-manute,2017-11-21
2017-11-21T04:36:44+0000,https://www.nytimes.com/2017/11/20/sports/basketball/knicks-clippers-porzingis.html,"The Knicks had lost 10 consecutive games against Los Angeles, but Kristaps Porzingis and Doug McDermott took over in the second half of a decisive win.",Knicks Beat Clippers for the First Time in Five Years,knicks-clippers-porzingis,2017-11-21
2017-11-18T04:17:51+0000,https://www.nytimes.com/2017/11/17/sports/basketball/knicks-shoot-and-defend-poorly-against-a-short-handed-toronto.html,The Knicks’ Kristaps Porzingis shot 3 for 13 while Tim Hardaway Jr. finished 5 for 11 in the team’s eighth consecutive loss to the Raptors.,Knicks Shoot and Defend Poorly Against a Short-Handed Toronto,knicks-shoot-and-defend-poorly-against-a-short-handed-toronto,2017-11-18
2017-11-17T04:26:13+0000,https://www.nytimes.com/2017/11/16/sports/basketball/celtics-warriors.html,"Boston took a page out of Golden State’s notebook, completely taking over the game in the third quarter and riding to the team’s 14th consecutive victory.",Celtics Own Warriors in the Third Quarter of Big Victory,celtics-warriors,2017-11-17
2017-11-16T21:57:21+0000,https://www.nytimes.com/2017/11/16/sports/ncaabasketball/china-basketball.html,"Eager to market themselves and their players, three United States high schools are likely to face added scrutiny at a tournament in Beijing next month after three U.C.L.A. players were arrested in China.","High School Teams Head to China, Mixing Basketball and Business",china-basketball,2017-11-16
2017-11-16T14:59:41+0000,https://www.nytimes.com/2017/11/16/sports/basketball/joel-embiid-philadelphia-76ers-process.html,"Sam Hinkie has left Philadelphia, but his unconventional methods of slowly building a team by being purposefully bad are starting to show results.",Sixers Begin to Reap Rewards From Their Much-Debated ‘Process’,joel-embiid-philadelphia-76ers-process,2017-11-16
2017-11-16T10:00:23+0000,https://www.nytimes.com/2017/11/16/sports/basketball/golden-state-warriors-nba.html,"Before Golden State rose to the pinnacle of the N.B.A., members of the franchise’s broadcast crew gave themselves pep talks through many wretched seasons.",Remember When the Warriors Stunk? These Guys Had a Front-Row Seat,golden-state-warriors-nba,2017-11-16
2017-11-16T05:31:31+0000,https://www.nytimes.com/2017/11/16/sports/basketball/knicks-jazz.html,Hardaway hit a 3-pointer with 32.9 seconds left to help the Knicks complete a second-half rally.,Tim Hardaway Jr. Seals Knicks’ Comeback Win Over Jazz,knicks-jazz,2017-11-16
2017-11-15T19:34:25+0000,https://www.nytimes.com/2017/11/15/sports/basketball/new-york-liberty-isiah-thomas.html,"In his statement announcing his intention to sell the Liberty, James L. Dolan thanked only one person by name: Thomas, who has been team president since 2015.","With the Liberty for Sale, What’s Next for Isiah Thomas?",new-york-liberty-isiah-thomas,2017-11-15
2017-11-15T04:21:50+0000,https://www.nytimes.com/2017/11/14/sports/basketball/kyrie-irving-mask-celtics-nets.html,"After sustaining a facial fracture, Irving wore a mask against the Nets and brought back fond memories of past success in similar circumstances.",A Masked Kyrie Irving Leads Celtics Past Nets,kyrie-irving-mask-celtics-nets,2017-11-15
2017-11-14T23:28:55+0000,https://www.nytimes.com/2017/11/14/obituaries/sid-catlett-dead-star-of-a-classic-high-school-basketball-game.html,"In 1965 he led his school against the team led by Lew Alcindor, soon to be known as Kareem Abdul-Jabbar, and ended its 71-game winning streak.","Sid Catlett, 69, Star of a Classic High School Basketball Game, Dies",sid-catlett-dead-star-of-a-classic-high-school-basketball-game,2017-11-14
2017-11-14T19:13:04+0000,https://www.nytimes.com/2017/11/14/sports/basketball/knicks-cavaliers-james-porzingis.html,"Cal Ramsey, a former player and broadcaster, has observed six decades of Knicks basketball, and he likes what he sees in Kristaps Porzingis and Frank Ntilikina.","Watching a Loss to the Cavs, but Seeing a Bright Future for the Knicks",knicks-cavaliers-james-porzingis,2017-11-14
2017-11-14T16:36:25+0000,https://www.nytimes.com/2017/11/14/sports/basketball/madison-square-garden-liberty.html,"Madison Square Garden Company, which also owns the Knicks and the Rangers, has owned Liberty since the founding of the W.N.B.A. in 1997.",Madison Square Garden Is Seeking to Sell the Liberty,madison-square-garden-liberty,2017-11-14
2017-11-14T11:58:42+0000,https://www.nytimes.com/2017/11/14/us/politics/trump-ucla-basketball-china.html,"The American president had appealed to his Chinese counterpart, Xi Jinping, in the case of the three members of a university basketball team accused of shoplifting.",How Trump Helped Liberate U.C.L.A. ‘Knuckleheads’ From China,trump-ucla-basketball-china,2017-11-14
2017-11-14T03:53:22+0000,https://www.nytimes.com/2017/11/13/sports/basketball/knicks-cavs-lebron-james-frank-ntilikina.html,The Knicks’ Frank Ntilikina and Enes Kanter scuffled with LeBron James in the first half. James then put the Cavs on his back late in the game to secure the win.,Cavaliers Erase 23-Point Lead to Beat Feisty Knicks,knicks-cavs-lebron-james-frank-ntilikina,2017-11-14
2017-11-13T00:11:42+0000,https://www.nytimes.com/2017/11/12/sports/basketball/cleveland-cavaliers-lebron.html,"LeBron James and his reconstituted Cleveland team are 6-7, but their confidence is fully intact heading into a Monday night game at Madison Square Garden.",Everyone Is Worried About the Cavs. Except the Cavs.,cleveland-cavaliers-lebron,2017-11-13
2017-11-12T04:33:25+0000,https://www.nytimes.com/2017/11/11/sports/basketball/knicks-roll-over-the-kings-as-porzingis-returns-and-scores-34.html,"After missing a game because of injuries, Kristaps Porzingis led the Knicks to their fourth consecutive win at Madison Square Garden.",Knicks Roll Over the Kings as Porzingis Returns and Scores 34,knicks-roll-over-the-kings-as-porzingis-returns-and-scores-34,2017-11-12
2017-11-10T10:00:29+0000,https://www.nytimes.com/2017/11/10/sports/basketball/james-harden-lebron-james.html,"In the Rockets’ win over the Cavaliers, Harden became the first player since Jordan in 1989 to have at least 35 points, 10 rebounds, 10 assists and 5 steals in a game.",James Harden Beats LeBron James While Equaling Michael Jordan,james-harden-lebron-james,2017-11-10
2017-11-09T10:00:26+0000,https://www.nytimes.com/2017/11/09/sports/basketball/detroit-pistons-nba-little-caesars.html,The opening of Detroit’s Little Caesars Arena has been followed by a succession of not-so-enormous basketball crowds.,"At the Pistons’ New Home, Empty Seats and Hockey Statues",detroit-pistons-nba-little-caesars,2017-11-09
2017-11-09T04:09:14+0000,https://www.nytimes.com/2017/11/08/sports/basketball/knicks-magic-porzingis-hurt.html,"Playing without their scoring leader, Kristaps Porzingis, the Knicks were overmatched by the Orlando Magic and saw the end of their three-game winning streak.","Without Porzingis, Knicks Fall to Magic",knicks-magic-porzingis-hurt,2017-11-09
2017-11-09T00:00:19+0000,https://www.nytimes.com/2017/11/08/sports/basketball/injuries-gordon-hayward-edgar-sosa.html,Edgar Sosa made his way back to basketball after sustaining gruesome fractures in his right leg during an international game in 2011.,"Maimed but Unbowed, He Understands What Lies Ahead for Gordon Hayward",injuries-gordon-hayward-edgar-sosa,2017-11-09
2017-11-08T23:30:26+0000,https://www.nytimes.com/2017/11/08/sports/basketball/10-early-surprises-in-the-nba.html,"The Pistons and Magic are good, the Cavs are not, and Blake Griffin is shooting 3s.",10 Early Surprises in the N.B.A.,10-early-surprises-in-the-nba,2017-11-08
2017-11-08T04:50:18+0000,https://www.nytimes.com/2017/11/07/sports/basketball/knicks-hornets.html,"Kristaps Porzingis scored 28 points, including a tie-breaking 3-pointer with less than two minutes remaining, in the win.",Knicks Rally Past Hornets for Third Straight Win,knicks-hornets,2017-11-08
2017-11-06T21:51:12+0000,https://www.nytimes.com/2017/11/06/sports/basketball/anthem-nba-abdul-rauf-kaepernick.html,The highly visible players in the socially conscious league don’t need to kneel to get their message across. But would the league act if they did?,"From the N.B.A., a Cautionary Tale on National Anthem Protests",anthem-nba-abdul-rauf-kaepernick,2017-11-06
2017-11-06T14:39:57+0000,https://www.nytimes.com/2017/11/06/sports/basketball/james-harden-kristaps-porzingis-lebron-james.html,Harden scored 56 points and Porzingis had 40 on a weekend that began with a 57-point night by LeBron James.,James Harden and Kristaps Porzingis Have Career Nights,james-harden-kristaps-porzingis-lebron-james,2017-11-06
2017-11-06T04:04:05+0000,https://www.nytimes.com/2017/11/05/sports/basketball/knicks-kristaps-porzingis.html,"Porzingis’s points were a career high, and the Knicks stormed back from a 19-point deficit late in the third quarter against the Indiana Pacers.",Kristaps Porzingis Scores 40 as Knicks Rally to Beat the Pacers,knicks-kristaps-porzingis,2017-11-06
2017-11-04T03:54:35+0000,https://www.nytimes.com/2017/11/03/sports/basketball/led-by-porzingis-again-the-knicks-defeat-hornaceks-old-team.html,"Kristaps Porzingis scored 37 points in Friday’s win over Phoenix, the sixth time in eight games that he has scored at least 30.","Led by Porzingis Again, the Knicks Defeat Hornacek’s Old Team",led-by-porzingis-again-the-knicks-defeat-hornaceks-old-team,2017-11-04
2017-11-03T09:00:24+0000,https://www.nytimes.com/2017/11/03/sports/basketball/giannis-milwaukee-bucks.html,The Bucks’ All-Star isn’t changing the way his position is played. He’s changing the way all the positions are played.,The Unspeakable Greatness of Giannis Antetokounmpo,giannis-milwaukee-bucks,2017-11-03
